"PSTV04","PSTV05","PSTV06","PSTV07","PSTV08","PSTV09","PSTV10","PSTV11","PSTV12","PSTV13","PSTV14","UHH"
1,1,2,1,5,35,3514,9,3,35,3514,48
1,1,2,1,5,35,3515,3,1,33,3314,45
1,1,2,1,5,35,3515,3,1,35,3515,61
1,1,2,1,5,35,3515,3,1,35,3525,49
1,1,2,1,5,35,3515,3,1,35,3578,42
1,1,2,1,5,35,3515,9,2,35,3515,57
1,1,2,1,5,35,3515,9,2,35,3576,42
1,1,2,1,5,35,3515,9,2,35,3578,52
1,1,2,1,5,35,3515,9,3,35,3515,55
1,1,2,1,5,35,3516,3,1,35,3516,57
1,1,2,1,5,35,3516,8,2,35,3516,49
1,1,2,1,5,35,3517,3,1,35,3517,55
1,1,2,1,5,35,3517,3,2,35,3517,49
1,1,2,1,5,35,3517,8,2,35,3517,49
1,1,2,1,5,35,3517,9,3,35,3517,59
1,1,2,1,5,35,3518,3,1,35,3518,68
1,1,2,1,5,35,3518,3,1,35,3578,63
1,1,2,1,5,35,3519,3,1,35,3519,52
1,1,2,1,5,35,3520,3,1,35,3520,56
1,1,2,1,5,35,3520,9,3,35,3520,60
1,1,2,1,5,35,3521,9,3,35,3521,59
1,1,2,1,5,35,3522,3,1,35,3522,56
1,1,2,1,5,35,3522,4,2,35,3578,58
1,1,2,1,5,35,3522,9,3,35,3522,55
1,1,2,1,5,35,3523,3,1,35,3523,66
1,1,2,1,5,35,3523,9,2,35,3523,55
1,1,2,1,5,35,3524,3,1,35,3516,55
1,1,2,1,5,35,3524,3,1,35,3524,51
1,1,2,1,5,35,3525,3,1,35,3525,53
1,1,2,1,5,35,3525,9,2,35,3525,51
1,1,2,1,5,35,3526,3,1,35,3526,59
1,1,2,1,5,35,3526,4,2,35,3578,58
1,1,2,1,5,35,3526,9,2,35,3526,59
1,1,2,1,5,35,3526,9,3,35,3526,56
1,1,2,1,5,35,3527,3,1,35,3527,50
1,1,2,1,5,35,3527,9,3,35,3527,47
1,1,2,1,5,35,3528,3,1,35,3528,56
1,1,2,1,5,35,3528,9,3,35,3528,60
1,1,2,1,5,35,3529,3,1,35,3529,54
1,1,2,1,5,35,3529,9,3,35,3529,55
1,1,2,1,5,35,3571,9,3,35,3571,66
1,1,2,1,5,35,3573,3,1,35,3573,61
1,1,2,1,5,35,3573,9,2,35,3573,65
1,1,2,1,5,35,3573,9,3,35,3573,50
1,1,2,1,5,35,3574,3,1,35,3574,57
1,1,2,1,5,35,3574,9,3,35,3574,57
1,1,2,1,5,35,3575,8,2,35,3513,55
1,1,2,1,5,35,3576,3,1,35,3525,55
1,1,2,1,5,35,3576,3,1,35,3576,52
1,1,2,1,5,35,3577,9,2,35,3577,61
1,1,2,1,5,35,3577,9,3,35,3577,63
1,1,2,1,5,35,3578,3,1,35,3578,55
1,1,2,1,5,35,3578,4,2,35,3578,52
1,1,2,1,5,35,3578,9,2,35,3515,63
1,1,2,1,5,35,3578,9,2,35,3578,53
1,1,2,1,5,35,3578,9,3,35,3578,59
1,1,2,1,5,36,3601,9,2,36,3674,46
1,1,2,1,5,36,3602,9,2,36,3602,60
1,1,2,1,5,36,3603,3,1,36,3603,56
1,1,2,1,5,36,3603,8,2,32,3201,61
1,1,2,1,5,36,3603,9,2,32,3201,61
1,1,2,1,5,36,3603,9,2,36,3603,49
1,1,2,1,5,36,3604,3,1,36,3604,57
1,1,2,1,5,36,3604,9,2,36,3604,50
1,1,2,1,5,36,3671,3,1,36,3671,60
1,1,2,1,5,36,3671,8,2,36,3671,64
1,1,2,1,5,36,3671,9,2,36,3671,61
1,1,2,1,5,36,3672,4,2,36,3672,61
1,1,2,1,5,36,3672,8,2,36,3672,45
1,1,2,1,5,36,3672,9,2,36,3672,50
1,1,2,1,5,36,3673,4,2,36,3673,59
1,1,2,1,5,36,3673,9,2,36,3673,62
1,1,2,1,5,36,3674,3,1,36,3674,62
1,1,2,1,5,36,3674,4,2,31,3171,59
1,1,2,1,5,36,3674,8,2,36,3674,58
1,1,2,1,5,36,3674,9,2,36,3674,57
1,1,2,1,5,51,5101,3,1,51,5101,61
1,1,2,1,5,51,5103,3,1,51,5103,57
1,1,2,1,5,51,5103,9,2,51,5103,61
1,1,2,1,5,51,5104,3,1,51,5104,62
1,1,2,1,5,51,5104,9,2,51,5104,54
1,1,2,1,5,51,5104,9,3,51,5104,67
1,1,2,1,5,51,5106,9,2,51,5106,61
1,1,2,1,5,51,5108,9,2,51,5108,60
1,1,2,1,5,51,5108,9,3,51,5108,52
1,1,2,1,5,51,5171,3,1,51,5103,61
1,1,2,1,5,51,5171,3,1,51,5171,56
1,1,2,1,5,51,5171,9,2,51,5171,75
1,1,2,1,5,51,5171,9,3,51,5171,62
1,1,2,1,5,52,5201,3,1,52,5201,60
1,1,2,1,5,52,5202,3,1,52,5202,61
1,1,2,1,5,52,5203,3,1,52,5203,54
1,1,2,1,5,52,5203,9,2,52,5203,63
1,1,2,1,5,52,5204,3,1,52,5204,56
1,1,2,1,5,52,5205,3,1,52,5205,62
1,1,2,1,5,52,5206,3,1,52,5206,71
1,1,2,1,5,52,5271,3,1,52,5271,58
1,1,2,1,5,52,5271,9,2,52,5271,54
1,1,2,1,5,52,5272,9,3,52,5272,45
1,1,2,1,5,53,5303,3,1,53,5303,59
1,1,2,1,5,53,5304,9,3,53,5304,62
1,1,2,1,5,53,5306,9,3,53,5306,53
1,1,2,1,5,53,5307,9,3,53,5307,60
1,1,2,1,5,53,5311,3,1,53,5311,58
1,1,2,1,5,53,5313,3,1,53,5313,64
1,1,2,1,5,53,5315,3,1,53,5315,59
1,1,2,1,5,53,5315,9,2,53,5315,48
1,1,2,1,5,53,5317,9,3,53,5317,58
1,1,2,1,5,53,5321,9,3,53,5321,59
1,1,2,1,5,53,5371,3,1,53,5371,59
1,1,2,1,5,61,6102,3,1,61,6102,56
1,1,2,1,5,61,6102,9,3,61,6102,63
1,1,2,1,5,61,6103,9,3,61,6171,63
1,1,2,1,5,61,6104,3,1,61,6104,61
1,1,2,1,5,61,6105,3,1,61,6105,55
1,1,2,1,5,61,6106,3,1,61,6106,56
1,1,2,1,5,61,6107,3,1,61,6107,67
1,1,2,1,5,61,6107,4,2,61,6107,64
1,1,2,1,5,61,6108,3,1,61,6108,53
1,1,2,1,5,61,6110,3,1,61,6110,62
1,1,2,1,5,61,6171,1,2,31,3171,81
1,1,2,1,5,61,6172,3,1,61,6172,55
1,1,2,1,5,62,6201,3,1,62,6201,62
1,1,2,1,5,62,6201,9,3,62,6201,57
1,1,2,1,5,62,6203,3,1,62,6203,53
1,1,2,1,5,62,6204,3,1,62,6204,65
1,1,2,1,5,62,6205,3,1,62,6205,59
1,1,2,1,5,62,6206,3,1,62,6206,54
1,1,2,1,5,62,6207,3,1,62,6207,46
1,1,2,1,5,62,6207,9,2,63,6371,46
1,1,2,1,5,62,6210,3,1,62,6210,57
1,1,2,1,5,62,6212,3,1,62,6212,58
1,1,2,1,5,62,6213,3,1,62,6213,50
1,1,2,1,5,62,6271,9,3,62,6271,57
1,1,2,1,5,63,6301,3,1,63,6301,52
1,1,2,1,5,63,6302,9,2,63,6302,57
1,1,2,1,5,63,6303,3,1,63,6303,53
1,1,2,1,5,63,6303,9,3,63,6303,54
1,1,2,1,5,63,6303,9,3,63,6371,48
1,1,2,1,5,63,6304,9,3,63,6304,60
1,1,2,1,5,63,6305,3,1,63,6305,58
1,1,2,1,5,63,6305,9,3,63,6305,58
1,1,2,1,5,63,6306,3,1,63,6306,52
1,1,2,1,5,63,6307,3,1,63,6307,68
1,1,2,1,5,63,6307,9,3,63,6307,61
1,1,2,1,5,63,6308,9,3,63,6308,56
1,1,2,1,5,63,6309,3,1,63,6309,41
1,1,2,1,5,63,6310,3,1,63,6310,51
1,1,2,1,5,63,6311,3,1,63,6311,58
1,1,2,1,5,63,6371,3,1,63,6371,68
1,1,2,1,5,63,6372,9,3,63,6372,57
1,1,2,1,5,64,6401,3,1,64,6401,55
1,1,2,1,5,64,6402,3,1,64,6402,50
1,1,2,1,5,64,6403,3,1,64,6403,54
1,1,2,1,5,64,6403,9,2,36,3671,53
1,1,2,1,5,64,6404,9,3,64,6404,54
1,1,2,1,5,64,6471,3,1,64,6471,58
1,1,2,1,5,64,6471,9,2,64,6471,48
1,1,2,1,5,64,6471,9,3,64,6471,50
1,1,2,1,5,64,6472,3,1,64,6472,61
1,1,2,1,5,64,6472,9,2,36,3671,53
1,1,2,1,5,64,6472,9,2,64,6472,57
1,1,2,1,5,64,6472,9,3,64,6472,64
1,1,2,1,5,64,6474,9,2,64,6474,44
1,1,2,1,5,65,6501,3,1,65,6501,63
1,1,2,1,5,65,6504,3,1,65,6504,58
1,1,2,1,5,65,6571,9,2,65,6571,49
1,1,2,1,5,65,6571,9,3,65,6571,46
1,1,2,1,5,71,7101,9,3,71,7174,63
1,1,2,1,5,71,7103,3,1,71,7103,54
1,1,2,1,5,71,7103,9,3,71,7103,54
1,1,2,1,5,71,7104,3,1,71,7104,60
1,1,2,1,5,71,7105,3,1,71,7105,68
1,1,2,1,5,71,7105,9,3,71,7105,56
1,1,2,1,5,71,7107,3,1,71,7107,56
1,1,2,1,5,71,7171,7,2,71,7171,45
1,1,2,1,5,71,7171,9,2,71,7171,56
1,1,2,1,5,71,7171,9,2,73,7371,52
1,1,2,1,5,71,7171,9,3,71,7171,61
1,1,2,1,5,71,7172,3,1,71,7172,67
1,1,2,1,5,71,7174,4,2,71,7171,57
1,1,2,1,5,72,7202,3,1,72,7202,54
1,1,2,1,5,72,7203,3,1,36,3674,61
1,1,2,1,5,72,7203,3,1,72,7203,47
1,1,2,1,5,72,7204,9,3,72,7204,62
1,1,2,1,5,72,7206,3,1,72,7206,60
1,1,2,1,5,72,7206,3,1,72,7271,59
1,1,2,1,5,72,7206,4,2,72,7206,57
1,1,2,1,5,72,7207,3,1,72,7207,56
1,1,2,1,5,72,7208,8,2,72,7208,67
1,1,2,1,5,72,7209,3,1,72,7209,60
1,1,2,1,5,72,7210,3,1,72,7210,52
1,1,2,1,5,72,7271,3,1,72,7271,61
1,1,2,1,5,72,7271,9,2,72,7271,61
1,1,2,1,5,72,7271,9,3,72,7271,59
1,1,2,1,5,73,7301,9,3,73,7301,59
1,1,2,1,5,73,7302,3,1,73,7302,60
1,1,2,1,5,73,7303,3,1,73,7303,60
1,1,2,1,5,73,7304,3,1,73,7304,60
1,1,2,1,5,73,7306,3,1,73,7306,50
1,1,2,1,5,73,7308,3,1,73,7308,61
1,1,2,1,5,73,7308,4,2,73,7371,57
1,1,2,1,5,73,7309,3,1,73,7309,63
1,1,2,1,5,73,7310,3,1,73,7310,60
1,1,2,1,5,73,7311,3,1,73,7311,58
1,1,2,1,5,73,7311,3,1,73,7371,60
1,1,2,1,5,73,7311,9,2,73,7311,55
1,1,2,1,5,73,7312,3,1,73,7312,57
1,1,2,1,5,73,7313,3,1,73,7373,67
1,1,2,1,5,73,7314,3,1,73,7314,54
1,1,2,1,5,73,7314,9,3,73,7314,58
1,1,2,1,5,73,7315,3,1,73,7371,63
1,1,2,1,5,73,7315,9,2,73,7315,52
1,1,2,1,5,73,7315,9,3,73,7315,50
1,1,2,1,5,73,7318,3,1,73,7318,61
1,1,2,1,5,73,7325,3,1,73,7325,61
1,1,2,1,5,73,7325,9,2,73,7325,55
1,1,2,1,5,73,7326,3,1,73,7326,58
1,1,2,1,5,73,7371,3,1,73,7371,80
1,1,2,1,5,73,7371,9,2,73,7371,60
1,1,2,1,5,73,7372,9,3,73,7372,54
1,1,2,1,5,74,7401,9,2,74,7472,67
1,1,2,1,5,74,7402,5,2,74,7404,58
1,1,2,1,5,74,7402,9,3,74,7402,66
1,1,2,1,5,74,7403,3,1,74,7403,60
1,1,2,1,5,74,7403,3,1,74,7412,57
1,1,2,1,5,74,7404,3,1,74,7404,52
1,1,2,1,5,74,7405,3,1,74,7405,59
1,1,2,1,5,74,7405,9,3,74,7405,58
1,1,2,1,5,74,7406,3,1,74,7406,53
1,1,2,1,5,74,7408,3,1,74,7408,63
1,1,2,1,5,74,7411,3,1,74,7404,63
1,1,2,1,5,74,7412,3,1,74,7412,66
1,1,2,1,5,74,7414,3,1,74,7406,62
1,1,2,1,5,74,7414,3,1,74,7414,61
1,1,2,1,5,74,7471,3,1,74,7471,53
1,1,2,1,5,74,7472,9,2,74,7472,54
1,1,2,1,5,75,7501,3,1,75,7501,49
1,1,2,1,5,75,7502,3,1,75,7502,62
1,1,2,1,5,75,7503,3,1,75,7503,55
1,1,2,1,5,75,7505,3,1,75,7505,52
1,1,2,1,5,75,7571,3,1,75,7571,51
1,1,2,1,5,75,7571,9,3,75,7571,49
1,1,2,1,5,76,7601,3,1,76,7601,59
1,1,2,1,5,76,7602,3,1,76,7602,62
1,1,2,1,5,76,7603,3,1,76,7603,55
1,1,2,1,5,76,7604,2,2,76,7604,57
1,1,2,1,5,81,8101,9,3,81,8101,63
1,1,2,1,5,81,8102,3,1,81,8102,56
1,1,2,1,5,81,8103,2,1,31,3171,65
1,1,2,1,5,81,8107,3,1,81,8107,60
1,1,2,1,5,82,8206,3,1,31,3173,53
1,1,2,1,5,82,8206,3,1,82,8206,51
1,1,2,1,5,82,8207,3,1,82,8207,66
1,1,2,1,5,82,8271,9,3,82,8271,58
1,1,2,1,5,82,8272,3,1,82,8272,62
1,1,2,1,5,82,8272,9,3,82,8272,61
1,1,2,1,5,91,9101,3,1,91,9101,57
1,1,2,1,5,91,9105,9,3,34,3404,61
1,1,2,1,5,91,9105,9,3,91,9105,55
1,1,2,1,5,91,9106,3,1,91,9106,59
1,1,2,1,5,91,9106,3,1,91,9171,53
1,1,2,1,5,91,9171,9,2,91,9171,62
1,1,2,1,5,94,9401,3,1,94,9401,61
1,1,2,1,5,94,9401,3,1,94,9414,48
1,1,2,1,5,94,9401,9,3,94,9401,59
1,1,2,1,5,94,9402,3,1,12,1275,60
1,1,2,1,5,94,9402,3,1,94,9402,60
1,1,2,1,5,94,9402,4,2,94,9402,60
1,1,2,1,5,94,9402,9,2,33,3301,56
1,1,2,1,5,94,9403,3,1,94,9403,55
1,1,2,1,5,94,9404,3,1,94,9404,58
1,1,2,1,5,94,9408,3,1,94,9410,55
1,1,2,1,5,94,9409,9,3,94,9409,59
1,1,2,1,5,94,9412,9,3,91,9171,60
1,1,2,1,5,94,9471,3,1,33,3311,57
1,1,2,1,5,94,9471,3,1,94,9471,58
1,1,2,1,5,94,9471,5,2,94,9471,53
1,1,2,1,5,94,9471,9,2,35,3507,58
1,1,2,1,5,94,9471,9,3,94,9471,58
1,1,2,2,1,11,1108,9,2,11,1108,65
1,1,2,2,1,11,1109,9,2,11,1109,82
1,1,2,2,1,11,1110,4,2,11,1110,64
1,1,2,2,1,11,1114,3,1,11,1114,60
1,1,2,2,1,11,1114,8,2,12,1209,57
1,1,2,2,1,11,1114,9,2,12,1209,56
1,1,2,2,1,11,1173,3,1,11,1173,80
1,1,2,2,1,12,1202,3,1,12,1202,36
1,1,2,2,1,12,1207,8,2,12,1207,55
1,1,2,2,1,12,1207,9,2,12,1207,57
1,1,2,2,1,12,1207,9,3,12,1207,82
1,1,2,2,1,12,1208,9,2,12,1208,67
1,1,2,2,1,12,1209,3,1,12,1209,68
1,1,2,2,1,12,1209,8,2,12,1209,52
1,1,2,2,1,12,1209,9,2,12,1209,64
1,1,2,2,1,12,1212,3,1,12,1212,59
1,1,2,2,1,12,1212,3,1,12,1275,60
1,1,2,2,1,12,1212,8,2,12,1275,56
1,1,2,2,1,12,1212,9,2,12,1212,66
1,1,2,2,1,12,1212,9,2,12,1275,66
1,1,2,2,1,12,1213,8,2,12,1218,64
1,1,2,2,1,12,1214,9,2,12,1214,69
1,1,2,2,1,12,1218,8,2,12,1218,56
1,1,2,2,1,12,1223,8,2,12,1223,57
1,1,2,2,1,12,1273,3,1,12,1209,60
1,1,2,2,1,12,1273,3,1,12,1273,74
1,1,2,2,1,12,1273,8,2,12,1209,60
1,1,2,2,1,12,1274,3,1,12,1274,61
1,1,2,2,1,12,1275,8,2,12,1275,59
1,1,2,2,1,12,1275,9,2,12,1275,79
1,1,2,2,1,13,1302,3,1,13,1302,78
1,1,2,2,1,13,1302,9,2,13,1302,78
1,1,2,2,1,13,1303,3,1,13,1303,66
1,1,2,2,1,13,1305,4,2,13,1305,61
1,1,2,2,1,13,1305,9,3,13,1374,80
1,1,2,2,1,13,1371,9,2,13,1371,78
1,1,2,2,1,13,1371,9,3,13,1371,57
1,1,2,2,1,13,1373,3,1,13,1373,73
1,1,2,2,1,13,1373,4,2,13,1373,62
1,1,2,2,1,13,1376,3,1,13,1305,72
1,1,2,2,1,13,1376,3,1,13,1376,78
1,1,2,2,1,14,1401,9,2,14,1401,71
1,1,2,2,1,14,1407,8,2,14,1406,53
1,1,2,2,1,14,1408,3,1,13,1375,77
1,1,2,2,1,14,1408,9,2,14,1408,77
1,1,2,2,1,14,1408,9,3,14,1408,83
1,1,2,2,1,14,1409,3,1,12,1273,66
1,1,2,2,1,14,1409,9,3,14,1409,69
1,1,2,2,1,14,1471,3,1,14,1471,81
1,1,2,2,1,14,1471,9,2,14,1471,68
1,1,2,2,1,14,1473,9,2,14,1473,67
1,1,2,2,1,15,1501,3,1,15,1501,70
1,1,2,2,1,15,1504,3,1,15,1504,63
1,1,2,2,1,15,1509,9,2,15,1509,59
1,1,2,2,1,15,1571,3,1,13,1303,59
1,1,2,2,1,15,1571,3,1,15,1571,69
1,1,2,2,1,16,1604,3,1,16,1604,67
1,1,2,2,1,16,1604,9,3,16,1604,75
1,1,2,2,1,16,1605,3,1,16,1605,81
1,1,2,2,1,16,1606,3,1,16,1606,63
1,1,2,2,1,16,1607,8,2,16,1607,58
1,1,2,2,1,16,1608,9,2,16,1608,59
1,1,2,2,1,16,1672,3,1,16,1672,66
1,1,2,2,1,17,1771,9,3,17,1771,79
1,1,2,2,1,18,1803,8,2,18,1871,58
1,1,2,2,1,18,1808,3,1,18,1808,76
1,1,2,2,1,18,1809,3,1,18,1809,79
1,1,2,2,1,18,1810,3,1,18,1810,66
1,1,2,2,1,18,1871,3,1,18,1871,61
1,1,2,2,1,18,1871,8,2,16,1610,67
1,1,2,2,1,18,1871,8,2,18,1871,63
1,1,2,2,1,18,1872,3,1,18,1872,64
1,1,2,2,1,19,1901,9,2,19,1901,65
1,1,2,2,1,19,1901,9,3,19,1901,70
1,1,2,2,1,19,1903,9,3,19,1903,72
1,1,2,2,1,19,1906,3,1,19,1906,69
1,1,2,2,1,19,1906,9,2,19,1906,88
1,1,2,2,1,19,1971,8,2,19,1971,70
1,1,2,2,1,21,2101,3,1,21,2101,58
1,1,2,2,1,21,2102,3,1,21,2172,61
1,1,2,2,1,21,2102,8,2,21,2102,82
1,1,2,2,1,31,3171,2,1,31,3171,74
1,1,2,2,1,31,3171,9,2,31,3171,79
1,1,2,2,1,31,3172,3,1,31,3172,70
1,1,2,2,1,31,3172,3,1,36,3674,78
1,1,2,2,1,31,3172,4,2,31,3172,56
1,1,2,2,1,31,3172,5,2,31,3172,79
1,1,2,2,1,31,3172,9,2,31,3172,71
1,1,2,2,1,31,3174,3,1,31,3174,69
1,1,2,2,1,31,3175,6,2,31,3175,56
1,1,2,2,1,32,3201,3,1,32,3201,82
1,1,2,2,1,32,3201,9,2,32,3201,59
1,1,2,2,1,32,3202,3,1,32,3272,74
1,1,2,2,1,32,3205,3,1,32,3205,70
1,1,2,2,1,32,3205,9,2,32,3205,69
1,1,2,2,1,32,3206,9,2,32,3206,79
1,1,2,2,1,32,3209,5,2,32,3274,78
1,1,2,2,1,32,3210,9,3,32,3210,79
1,1,2,2,1,32,3216,3,1,32,3216,63
1,1,2,2,1,32,3216,9,2,32,3216,65
1,1,2,2,1,32,3217,3,1,32,3217,76
1,1,2,2,1,32,3271,3,1,32,3271,68
1,1,2,2,1,32,3271,5,2,32,3271,55
1,1,2,2,1,32,3273,3,1,32,3273,73
1,1,2,2,1,32,3275,3,1,32,3275,68
1,1,2,2,1,32,3276,3,1,31,3172,79
1,1,2,2,1,32,3279,3,1,32,3279,68
1,1,2,2,1,33,3301,5,2,33,3301,73
1,1,2,2,1,33,3301,9,2,33,3301,76
1,1,2,2,1,33,3302,3,1,33,3302,80
1,1,2,2,1,33,3302,9,2,33,3302,77
1,1,2,2,1,33,3304,3,1,33,3304,79
1,1,2,2,1,33,3305,3,1,33,3305,84
1,1,2,2,1,33,3305,9,3,33,3305,76
1,1,2,2,1,33,3306,3,1,33,3306,66
1,1,2,2,1,33,3306,3,2,33,3306,62
1,1,2,2,1,33,3308,3,1,33,3308,76
1,1,2,2,1,33,3309,3,1,33,3309,73
1,1,2,2,1,33,3310,9,2,33,3310,72
1,1,2,2,1,33,3310,9,3,33,3310,69
1,1,2,2,1,33,3311,3,1,33,3311,61
1,1,2,2,1,33,3311,9,2,33,3311,60
1,1,2,2,1,33,3312,3,1,33,3312,70
1,1,2,2,1,33,3312,9,2,33,3312,67
1,1,2,2,1,33,3313,3,1,33,3313,75
1,1,2,2,1,33,3313,3,1,33,3372,67
1,1,2,2,1,33,3313,7,2,33,3313,54
1,1,2,2,1,33,3315,3,1,33,3315,74
1,1,2,2,1,33,3315,9,3,33,3315,81
1,1,2,2,1,33,3317,9,3,33,3317,81
1,1,2,2,1,33,3319,9,3,33,3319,64
1,1,2,2,1,33,3320,9,2,33,3320,62
1,1,2,2,1,33,3321,9,2,33,3321,63
1,1,2,2,1,33,3322,9,3,33,3322,65
1,1,2,2,1,33,3324,9,3,33,3324,74
1,1,2,2,1,33,3325,9,3,33,3325,76
1,1,2,2,1,33,3326,3,1,33,3326,69
1,1,2,2,1,33,3326,9,3,33,3326,62
1,1,2,2,1,33,3327,9,2,33,3327,64
1,1,2,2,1,33,3328,9,2,32,3216,68
1,1,2,2,1,33,3329,3,1,33,3329,72
1,1,2,2,1,33,3371,3,1,33,3308,58
1,1,2,2,1,33,3371,3,1,33,3371,92
1,1,2,2,1,33,3372,9,2,33,3311,69
1,1,2,2,1,33,3372,9,2,33,3372,80
1,1,2,2,1,33,3373,3,1,33,3373,61
1,1,2,2,1,33,3374,3,1,33,3374,66
1,1,2,2,1,33,3374,9,2,33,3374,69
1,1,2,2,1,33,3374,9,3,33,3374,79
1,1,2,2,1,33,3375,4,2,33,3375,64
1,1,2,2,1,33,3375,5,2,33,3375,60
1,1,2,2,1,33,3375,9,3,33,3375,71
1,1,2,2,1,34,3401,9,2,34,3401,64
1,1,2,2,1,34,3402,3,1,34,3402,78
1,1,2,2,1,34,3402,9,2,34,3402,81
1,1,2,2,1,34,3402,9,2,34,3471,78
1,1,2,2,1,34,3403,3,1,32,3201,63
1,1,2,2,1,34,3403,3,1,34,3403,78
1,1,2,2,1,34,3404,3,1,34,3471,77
1,1,2,2,1,34,3404,9,2,34,3404,76
1,1,2,2,1,34,3471,3,1,34,3471,76
1,1,2,2,1,35,3501,3,1,35,3501,60
1,1,2,2,1,35,3505,3,1,35,3505,59
1,1,2,2,1,35,3506,9,2,35,3506,62
1,1,2,2,1,35,3506,9,3,35,3506,71
1,1,2,2,1,35,3507,3,1,35,3507,64
1,1,2,2,1,35,3508,3,1,35,3508,66
1,1,2,2,1,35,3508,5,2,35,3508,58
1,1,2,2,1,35,3509,9,2,35,3509,62
1,1,2,2,1,35,3510,3,1,35,3510,57
1,1,2,2,1,35,3510,3,1,35,3511,75
1,1,2,2,1,35,3513,3,1,35,3513,71
1,1,2,2,1,35,3513,9,3,35,3574,68
1,1,2,2,1,35,3515,3,1,35,3515,81
1,1,2,2,1,35,3515,9,2,35,3515,70
1,1,2,2,1,35,3516,3,1,35,3516,65
1,1,2,2,1,35,3516,9,2,35,3515,68
1,1,2,2,1,35,3516,9,2,35,3516,69
1,1,2,2,1,35,3517,9,2,35,3517,75
1,1,2,2,1,35,3518,3,1,35,3518,61
1,1,2,2,1,35,3519,3,1,35,3519,71
1,1,2,2,1,35,3520,3,1,35,3520,64
1,1,2,2,1,35,3522,9,2,33,3316,65
1,1,2,2,1,35,3523,4,2,35,3523,63
1,1,2,2,1,35,3524,5,2,35,3578,56
1,1,2,2,1,35,3525,3,1,35,3525,73
1,1,2,2,1,35,3525,4,2,35,3578,61
1,1,2,2,1,35,3527,4,2,35,3527,65
1,1,2,2,1,35,3528,3,1,35,3528,71
1,1,2,2,1,35,3528,9,3,35,3528,72
1,1,2,2,1,35,3529,9,3,35,3529,83
1,1,2,2,1,35,3571,9,2,35,3571,57
1,1,2,2,1,35,3571,9,3,35,3571,71
1,1,2,2,1,35,3573,3,1,35,3573,76
1,1,2,2,1,35,3573,9,3,35,3573,69
1,1,2,2,1,35,3574,3,1,35,3574,63
1,1,2,2,1,35,3575,9,2,35,3575,64
1,1,2,2,1,35,3576,9,3,35,3576,63
1,1,2,2,1,35,3577,8,2,35,3577,59
1,1,2,2,1,35,3577,9,2,35,3577,63
1,1,2,2,1,35,3578,3,1,35,3514,73
1,1,2,2,1,35,3578,3,1,35,3516,79
1,1,2,2,1,35,3578,3,1,35,3578,76
1,1,2,2,1,35,3578,6,2,35,3515,55
1,1,2,2,1,36,3604,3,1,36,3604,84
1,1,2,2,1,36,3604,8,2,36,3672,66
1,1,2,2,1,36,3604,9,2,36,3673,60
1,1,2,2,1,36,3672,8,2,36,3672,68
1,1,2,2,1,36,3673,9,2,36,3673,61
1,1,2,2,1,36,3674,3,1,36,3674,63
1,1,2,2,1,51,5101,4,2,51,5101,64
1,1,2,2,1,51,5104,3,1,51,5104,66
1,1,2,2,1,51,5107,3,1,51,5107,68
1,1,2,2,1,51,5108,3,1,51,5108,77
1,1,2,2,1,51,5171,3,1,51,5171,74
1,1,2,2,1,52,5202,3,1,52,5202,78
1,1,2,2,1,53,5371,3,1,53,5371,77
1,1,2,2,1,61,6101,3,1,61,6101,61
1,1,2,2,1,61,6104,3,1,61,6104,64
1,1,2,2,1,61,6106,3,1,61,6106,63
1,1,2,2,1,61,6106,9,2,61,6172,61
1,1,2,2,1,61,6107,5,2,61,6107,55
1,1,2,2,1,61,6108,3,1,61,6108,69
1,1,2,2,1,61,6172,3,1,61,6172,62
1,1,2,2,1,62,6202,3,1,62,6202,57
1,1,2,2,1,62,6271,3,1,62,6271,74
1,1,2,2,1,63,6303,9,2,63,6303,59
1,1,2,2,1,63,6303,9,3,63,6303,59
1,1,2,2,1,63,6306,3,1,63,6306,64
1,1,2,2,1,63,6371,3,1,63,6371,63
1,1,2,2,1,63,6371,9,3,63,6303,70
1,1,2,2,1,64,6471,3,1,64,6471,65
1,1,2,2,1,64,6472,9,3,64,6472,62
1,1,2,2,1,65,6571,3,1,65,6571,66
1,1,2,2,1,71,7171,4,2,71,7171,61
1,1,2,2,1,71,7171,9,3,71,7171,80
1,1,2,2,1,71,7172,3,1,71,7172,65
1,1,2,2,1,71,7172,9,3,71,7172,59
1,1,2,2,1,72,7204,3,1,72,7204,78
1,1,2,2,1,72,7206,3,1,72,7206,72
1,1,2,2,1,72,7206,9,3,71,7106,72
1,1,2,2,1,72,7210,4,2,72,7271,81
1,1,2,2,1,73,7303,3,1,73,7303,61
1,1,2,2,1,73,7304,3,1,73,7304,77
1,1,2,2,1,73,7305,4,2,73,7305,69
1,1,2,2,1,73,7317,9,3,73,7317,66
1,1,2,2,1,76,7603,3,1,73,7372,81
1,1,2,2,1,81,8171,3,1,81,8171,65
1,1,2,2,1,81,8172,9,3,81,8102,77
1,1,2,2,1,82,8202,3,1,82,8202,57
1,1,2,2,1,91,9105,3,1,91,9105,47
1,1,2,2,1,91,9105,9,3,91,9105,70
1,1,2,2,1,94,9401,3,1,94,9401,65
1,1,2,2,1,99,9999,8,2,35,3509,72
1,1,2,2,1,99,9999,9,2,35,3515,66
